What is Progress,"Progress is the name of a works in progress section at the Annecy International Animated Film Festival, as well as the name of the festival's consolidated MIFA Pitching Sessions."
What is MIFA,MIFA is the Annecy International Animated Film Festival's market for animation professionals.
What is Oscar,"Oscar is a TV series created by Oscarwinning Michael Dudok de Wit, mixing a socialissue background and exquisite sets."
What is Hoo,Hoo is a TV series created by Oscarwinning Michael Dudok de Wit.
What is Michael Dudok,"Michael Dudok is an Oscar-winning animator who is known for his work on TV series Ella, Oscar, Hoo and the movie The Tales of the Hedgehog."
What is the Tales of the Hedgehog,The Tales of the Hedgehog is a half-hour movie that mixes a social-issue background with exquisite sets. It is created by Oscar-winning Michael Dudok de Wit and nominated Academy Award winners Alain Gagnol and Jean-Loup Felicoli.
What is the Academy Award,The Academy Award is an annual award given to recognize excellence in the film industry.
What is Alain Gagnol,"Alain Gagnol is a French animator, director, and screenwriter. He is best known for his work on the 2010 film A Cat in Paris."
What is the capital of France,What is the population of Paris?
What is U.S.,"The U.S. is a country located in North America. It is home to Blue Dream Studios, which produced the animated film Animal Crackers. The film was directed by Scott Christian Sava and features the voice talents of Tony Bancroft and Jaime Maestro. It will be competing in the Annecy International Animated Film Festival."
What is Blue Dream Studios,"Blue Dream Studios is an American animation studio that produced the film Animal Crackers, which was directed by Scott Christian Sava and Tony Bancrofta and played in the Annecy Competition. The studio also produced the British animated feature Ethel & Ernest, based on the latest Raymond Briggs story, which was voiced by Jim Broadbent and Brenda Blethyn."
What is Scott Christian Sava,"Scott Christian Sava is an American animator, director, and producer. He is the founder of Blue Dream Studios and the creator of the comic book series The Dreamland Chronicles."
What is Tony Bancrofta,Tony Bancrofta is an American animator and director. He is best known for his work on Disney's Mulan (1998) and Brother Bear (2003).
What is Jaime Maestro,Jaime Maestro is an American voice actor who has worked on a number of animated films and television shows.
What is Annecy,"Annecy is a French town that is the host of the Annecy International Animated Film Festival. This year, the festival is screening the US title Blue Dream Studios Animal Crackers, directed by Scott Christian Sava, and the British animated feature Ethel & Ernest, from Roger Mainwood, in its competition lineup."
What is the British animated feature Ethel & Ernest about,"The British animated feature Ethel & Ernest is about the latest Raymond Briggs story, voiced by Jim Broadbent and Brenda Blethyn."
What is Ernest,"Ernest is a British animated feature based on the latest Raymond Briggs story. It tells the story of his parents, voiced by Jim Broadbent and Brenda Blethyn."
What is Roger Mainwood,Roger Mainwood is a British animator and director. He is best known for his work on the animated films Ethel & Ernest and Animal Crackers.
What is Raymond Briggs,"Raymond Briggs is a British writer, illustrator, and cartoonist who is known for his work in children's literature. He is best known for his picture book The Snowman, which has been adapted into an Academy Award-nominated animated short film."
What is Jim Broadbent,Jim Broadbent is a British actor who voices the character of Ethel in the animated film Ethel & Ernest.
Who is Brenda Blethyn,Brenda Blethyn is a British actress who voiced Jim Broadbent's character's wife in the animated feature Ethel & Ernest.
What is Annecy,"Annecy is a French city located in the Haute-Savoie department in the Auvergne-Rh�ne-Alpes region. It is known for its picturesque lakeside setting and is a popular tourist destination. The city also hosts the annual Annecy International Animated Film Festival, which is one of the most prestigious animation festivals in the world."
What is Naoko Yamada,Naoko Yamada is a Japanese animator and director. She is known for her work on the anime series K-On! and A Silent Voice.
What is Japan,"Japan is the country where Lu Over the Wall, Ping Pong, and In This Corner of the World were all released. Lu Over the Wall is a movie about a middleschool student who meets a mermaid, and is the first animated film based on an original story from Masaaki Yuasa. Ping Pong is a movie about table tennis, and In This Corner of the World is a movie about a girl living in Hiroshima during World War II"
What is Wall,Wall is a Japanese animated film based on an original story from Masaaki Yuasa. The film tells the story of a middleschool student who meets a mermaid and turns on a middleschool student. The film was released last November in Japan.
What is Masaaki Yuasa,"Masaaki Yuasa is a Japanese animator and director. He is known for his work on Lu Over the Wall, Ping Pong, and In This Corner of the World."
What is Pong,Pong is a Japanese film based on an original story from Masaaki Yuasa. It tells the story of a middleschool student who meets a mermaid and turns on a middleschool student. The film was released last November in Japan.
What is the first animated film based on an original story from Masaaki Yuasa,The first animated film based on an original story from Masaaki Yuasa is Lu Over the Wall.
What is the first animated film based on an original story from Masaaki Yuasa,"In This Corner of the World, from Sunao Katabuchi."
What is Miracle,Miracle is an animated film based on an original story from Masaaki Yuasa. It is the first animated film based on an original story from Masaaki Yuasa.
What is Japan,"Japan is a country in East Asia that is known for its animation industry. Some of its most famous animated films include Lu Over the Wall, Ping Pong, and In This Corner of the World."
What is Cannes Critics Week,"Cannes Critics Week is a section of the Cannes Film Festival that is dedicated to showcasing new and upcoming filmmakers. This year, Ali Soozandeh's Tehran Taboo was selected to be screened as part of Cannes Critics Week. The film is a politically trenchant look at contemporary Tehran life, and especially the lack of freedom suffered by women."
What is Ali Soozandeh,Ali Soozandeh is a Iranian filmmaker whose film Tehran Taboo was selected for Cannes Critics Week. The film is a politically trenchant look at contemporary Tehran life and the lack of freedom suffered by women.
What is Tehran Taboo,Tehran Taboo is a film that delivers a politically trenchant look at contemporary Tehran life and the lack of freedom suffered by women.
What is Tehran,"The capital of Iran, Tehran is a large, bustling city with a population of over 8 million people. The city is home to a number of important government buildings and institutions, as well as a variety of cultural and historical sites. Tehran has been in the news recently due to the selection of Ali Soozandeh's film Tehran Taboo for Cannes Critics Week. The film is a politically trenchant look at contemporary Tehran life and the lack of freedom suffered by"
What is Annecy,"Annecy is a French city located in the Haute-Savoie department in the Auvergne-Rh�ne-Alpes region. It is known for its picturesque lakeside setting and is a popular tourist destination. The Annecy International Animation Film Festival, one of the most prestigious animation festivals in the world, is held there every year."
"What is ""Big Fish","""

A Chinese fantasy film directed by Liang Xuan and Zhang Chun."
What is a Chinese fantasy film,A Chinese fantasy film is a film directed by Liang Xuan and Zhang Chun that is set in China and features Chinese culture and mythology.
What is Liang Xuan,Liang Xuan is a Chinese director known for his work on the fantasy film Big Fish.
What is Zhang Chun,Zhang Chun is a Chinese director who co-directed the fantasy film Big Fish.
What is Variety,Variety is a trade magazine for the entertainment industry.
What is Mexico,"Mexico is a country in North America. It is bordered by the United States to the north, the Gulf of Mexico to the east, Belize and Guatemala to the southeast, and the Pacific Ocean to the south."
What is Bruno,Bruno is a movie.
What is Annecy,Annecy is a French city located in the Haute-Savoie department in the Auvergne-Rh�ne-Alpes region. It is known for its picturesque scenery and is a popular tourist destination.
What is Annecy,"Annecy is a French town located in the Haute-Savoie department in the Auvergne-Rh�ne-Alpes region. It is known for its picturesque scenery and for being the home of the Annecy International Animated Film Festival, which is one of the most prestigious animation festivals in the world."
What is Dorota Kobiela,"Dorota Kobiela is a Polish film director, screenwriter and animator best known for her 2017 film Loving Vincent."
What is Hugh Welchman,"Hugh Welchman is a co-director of the upcoming film Loving Vincent, which is a fully painted animation in the style of Van Gogh. The film focuses on an investigation into the painter's suicide."
What is Edward Noeltner,"Edward Noeltner is the CEO of CMG, which has presold the film Loving Vincent."
What is CMG,CMG is a production company that has presold the movie Loving Vincent.
What is Van Gogh,"Van Gogh was a painter who was known for his use of color and his unique painting style. He was also known for his tragic life story, which included a period of mental illness and his eventual suicide."
What is Annecy,Annecy is a city in southeastern France that is known for its animation festival and for being the birthplace of Vincent van Gogh.
What is Tadeo Jones,Tadeo Jones is an animated film that is tipped to become one of the highest-grossing film releases in Spain this year.
What is the Secret of King Midas,The fact that Tadeo Jones 2 and the Secret of King Midas is tipped to become one of if not the highest-grossing film release in Spain this year is another sign of how animation around the world is no longer a local production afterthought.
What is the highest-grossing film release in Spain this year,Tadeo Jones 2 and the Secret of King Midas is the highest-grossing film release in Spain this year.
What is Annecy Intl,"Annecy Intl is an annual animation film festival held in Annecy, France."
What is the Animation Film Festival,The Animation Film Festival is a festival that runs from June 12-17.
What is the Animation Film Festival,The Animation Film Festival is a film festival that runs from June 12-17.
What is the name of the animal crackers competition,The Official Competition Animal Crackers is a competition for animal crackers.
What is Tony Bancroft,"Tony Bancroft is an American animator, director, and producer. He is best known for his work on Disney's Mulan and The Lion King."
What is Scott Christian Sava,"Scott Christian Sava is an American animator, director, and producer."
Who is Jaime Maestro,Jaime Maestro is an animator from Spain.
What is U.S.,U.S. is the country code for the United States of America.
"What is the country of origin for the film ""Tadeo Jones 2 and the Secret of King Midas""",Spain
"What is the country of origin for the film ""Tea Pets""",China
What is Silent Voice,Silent Voice is an animated film from Japan about a girl who is bullied for being deaf.
What is Naoko Yamada,Naoko Yamada is a Japanese animator and director. She is best known for her work on the anime films A Silent Voice and In This Corner of the World.
"What is the native country of the director of the film ""A Silent Voice""",Japan
What is Begonia,Begonia is a Chinese animated film about a girl who befriends a talking fish.
What is Xuan Liang,Xuan Liang is a Chinese animator and director.
What is Chun Zhang,Chun Zhang is a Chinese animator and director.
"What is the country of origin for the film ""Big Fish""",China
What is Ethel,Ethel is a character in the UK animated film Ethel and Ernest.
What is Ernest,"Ernest is a British animated film about the lives of Ethel and Ernest, a working class couple living in London during the 20th century."
What is Roger Mainwood,"Roger Mainwood is a British animator, director, and producer. He is best known for his work on the films Ethel and Ernest and Loving Vincent."
What is Sunao Katabuchi,Sunao Katabuchi is a Japanese filmmaker. His film In This Corner of the World was nominated for the Annecy International Animated Film Festival in 2017.
"What is the name of the director of the Japanese film ""A Silent Voice""",Naoko Yamada
What is Vincent,Vincent is a film directed by Dorota Kobiela and Hugh Welchman.
What is Dorota Kobiela,"Dorota Kobiela is a Polish film director and animator. She is best known for her 2016 film Loving Vincent, which was the first fully painted animated feature film."
What is Hugh Welchman,Hugh Welchman is a British filmmaker and producer. He is best known for his work on the animated film Loving Vincent (2017).
What is the name of the Polish movie Loving Vincent,Loving Vincent is a Polish movie about the life of Vincent van Gogh.
What is Wall,Wall is a silent voice in the animal crackers competition.
What is Masaaki Yuasa,"Masaaki Yuasa is a Japanese animator and director. He is the creator of the popular anime series ""Attack on Titan"" and ""Death Note""."
"What is the name of the Japanese director of the film ""A Silent Voice""",Naoko Yamada
What is Tehran Taboo,"Tehran Taboo is a German animated film directed by Ali Soozandeh. The film tells the story of several women in Tehran, Iran who must deal with the restrictions placed on them by the city's conservative Islamic society."
What is Ali Soozandeh,Ali Soozandeh is a German filmmaker.
"What is the name of the director of the German film ""Rudolph the Black Cat""",Kunihiko Yuyama
What is Arthur,Arthur is a French animator and comics artist. He is the creator of the comic book series Zombillenium.
What is Pins,Pins is a Japanese animated film directed by Masaaki Yuasa.
What is Alexis Ducord,Alexis Ducord is a French animator and director.
What is Belgium's official competition entry for the Annecy International Film Festival,Belgium's official competition entry for the Annecy International Film Festival is Zombillenium.
What is France,"France is a country located in Western Europe. The capital of France is Paris, and the official language is French."
What is the OUT OF COMPETITION film 1917 The Real October about,The film 1917 The Real October is about the Russian Revolution.
What is the OFFICAL COMPETITION for Animal Crackers,
What is the name of the movie that won the top prize at the Annecy International Animation Film Festival,"The movie that won the top prize at the Annecy International Animation Film Festival is ""Zombillenium""."
What is Katrin Rothe,Katrin Rothe is a German film director.
What is the name of the director of Tehran Taboo,Ali Soozandeh
What is Ana y Bruno,Ana y Bruno is a Spanish animated film about a young girl and her pet dog.
What is the name of the director of the movie Ana y Bruno,Carlos Carrera
"What is the name of the director of the Mexican film ""Ana y Bruno""","The director of ""Ana y Bruno"" is Carlos Carrera."
What is Ancien and the Magic Tablet,Ancien and the Magic Tablet is a Japanese animated film directed by Kenji Kamiyama.
What is the plot of Ancien and the Magic Tablet,"The film follows a young boy named Kokone as she falls asleep while working on her father's laptop and has a strange dream. In her dream, she enters a world where she meets a boy named Ancien, who tells her about a magic tablet that can grant any wish. Kokone is skeptical at first, but she decides to try it out. When she makes a wish, she is transported to another"
What is Kenji Kamiyama,Kenji Kamiyama is a Japanese animator and director. He is best known for his work on Ghost in the Shell: Stand Alone Complex and Moribito: Guardian of the Spirit.
"What is the country of origin for the film ""A Silent Voice""",Japan
What is Deep,Deep is a Spanish animated film directed by Julio Soto.
What is Julio Soto,Julio Soto is a Spanish animator and director. He is best known for his work on the animated films Deep and Tadeo Jones 2: The Secret of King Midas.
"What is the country of origin for the film ""Tadeo Jones 2 and the Secret of King Midas""",Spain
What is Bando,Bando is a town in Japan where the movie A Silent Voice is set.
What is Yong Sun Lee,Yong Sun Lee is a South Korean filmmaker.
"What is the name of the director of the South Korean film ""I'll Just Live in Bando""",Yong Sun Lee
What is the plot of In the Forest of Huckybucky,"In the forest of Huckybucky, a boy named Hucky is taken on an adventure by a talking beaver named Bucky. They travel through the forest, encountering various animals along the way."
What is Huckybucky,Huckybucky is a Norwegian animated film about a black cat who is taken in by a family of mice.
What is Rasmus A. Sivertsen,Rasmus A. Sivertsen is a Norwegian animator and director.
"What is the name of the director of the Norwegian film ""In the Forest of Huckybucky""",Rasmus A Sivertsen
What is Little Heroes,Little Heroes is a Venezuelan animated film about a group of friends who go on a quest to find a lost city.
What is Juan Pablo Buscarini,"Juan Pablo Buscarini is a Venezuelan animator and director best known for his work on the animated films ""Little Heroes"" and ""Tadeo Jones 2: The Secret of King Midas""."
"What is the name of the director of the film ""Little Heroes"" from Venezuela","The director of ""Little Heroes"" from Venezuela is Juan Pablo Buscarini."
What is Moonlight,"Moonlight is an upcoming animated film directed by Tony Bancroft and Scott Christian Sava. The film is set in Spain, China, and Japan, and follows the story of a silent voice."
What is Kim,Kim is a character in the film Zombillenium.
"What is the name of the director of the South Korean film ""In the Forest of Huckybucky""",Rasmus A Sivertsen
What is Richard,"Richard is a stork who is the main character in the German-Belgian-Luxembourg-Norwegian animated film ""Richard the Stork""."
What is Stork,"Stork is an animated film from Germany, Belgium, and Luxembourg about a stork who delivers babies."
What is Reza Memari,"Reza Memari is a German-Belgian-Luxembourgish-Norwegian animated film director, best known for his work on the film Rudolph the Black Cat."
What is Toby Genkel,"Toby Genkel is a German-Belgian-Luxembourgish-Norwegian animator and film director. He is best known for his work on the films Rudolph the Black Cat, Tadeo Jones 2, and The Man Who Knew 75 Languages."
What is the name of the film that is from Germany,The film Tehran Taboo is from Germany.
What is the country of origin for the film Zombillenium,Belgium
What is the capital of Luxembourg,Luxembourg City
"What is the name of the director of the film ""In the Forest of Huckybucky"" from Norway",Rasmus A Sivertsen
What is the Black Cat,"The Black Cat is a competition film from Animal Crackers, a Silent Voice, and Big Fish. The film is about a cat who is black and has a black cat named Ethel."
What is Kunihiko Yuyama,Kunihiko Yuyama is a Japanese animator and director. He is best known for his work on the Pok�mon anime series.
What is Motonori Sakakibara,Motonori Sakakibara is a Japanese animator and director. He is best known for his work on the Pok�mon franchise.
"What is the name of the Japanese director of the film ""A Silent Voice""",Naoko Yamada
What is Tadeo Jones,Tadeo Jones is a Spanish animated film directed by Enrique Gato and David Alonso.
What is the official competition for Animal Crackers,The official competition for Animal Crackers is the Tony Bancroft Scott Christian Sava Jaime Maestro US Spain China A Silent Voice Naoko Yamada Japan Big Fish Begonia Xuan Liang Chun Zhang China Ethel and Ernest Roger Mainwood UK In This Corner of the World Sunao Katabuchi Japan Loving Vincent Dorota Kobiela Hugh Welchman Poland UK Lu Over the Wall Masaaki Yuasa Japan Tehran Taboo Ali
What is Enrique Gato Borreg�n,Enrique Gato Borreg�n is a Spanish animator and director. He is best known for directing the animated films Tadeo Jones 2: The Secret of King Midas (2017) and Animal Crackers (2018).
What is David Alonso,David Alonso is a Spanish animator and director.
"What is the name of the director of the Spanish film ""Tadeo Jones 2 and the Secret of King Midas""","The director of the Spanish film ""Tadeo Jones 2 and the Secret of King Midas"" is Enrique Gato."
What is Tea Pets,Tea Pets is a Chinese animated film directed by Gary Wang.
What is Gary Wang,Gary Wang is a Chinese animator and the director of the film Tea Pets.
"What is the country of origin for the film ""Animal Crackers""",China
"What is the name of the director of the film ""A Silent Voice""",Naoko Yamada
What is Anne Magnussen,"Anne Magnussen is a Norwegian filmmaker whose documentary ""The Man Who Knew 75 Languages"" is screening at the Annecy International Animated Film Festival."
What is Pawel Debski,Pawel Debski is a Norwegian filmmaker.
"What is the name of the Norwegian film ""In the Forest of Huckybucky""",
What is the ANNECY International Animation Film Festival,"The ANNECY International Animation Film Festival is a film festival that takes place in Annecy, France."
What is the Annecy Festival,"The Annecy Festival is an annual animation festival that takes place in Annecy, France."
What is the Annecy Festival,"The Annecy Festival is an animation festival that is held every year in Annecy, France. This year, it is being held from June 12-17, 2017."
What is MIFA,"The Annecy International Animation Festival, or MIFA, is the world's largest animation festival, held annually in Annecy, France. This year's festival is the busiest ever, with a record number of events."
What is Annecy Festival,"The Annecy Festival is an animation festival that is held every year in Annecy, France."
What is Julie Ann Crommett,Julie Ann Crommett is the VP of multicultural strategies at Walt Disney Studios. She kicks off a firstever Women in Animation World Summit at Annecy taking one bull by the horns Unconscious bias.
What is VP,VP is the Vice President of multicultural strategies at Walt Disney Studios.
What is Walt Disney Studios,Walt Disney Studios is a film studio that produces animated films. Julie Ann Crommett is the Vice President of Multicultural Strategies at Walt Disney Studios. She is kicking off a first-ever Women in Animation World Summit at Annecy.
What is Annecy,"Annecy is a town in southeastern France, located at the northern end of Lake Annecy. Every year, it hosts the Annecy International Animated Film Festival, which is the world's largest animation festival. This year, the festival is hosting a Women in Animation World Summit, which will focus on unconscious bias in the animation industry."
What is WIA,"WIA stands for ""Women in Action"" and is a organization that advocates for women's rights."
What is the European Animation Awards,"The European Animation Awards is a press conference that updates the first ever Emile Awards. The conference announces the date, place, and categories for the 2017 Emile Awards."
What is the Emile Awards,"The Emile Awards is the first ever European Animation Awards, which will be announced on 300 pm on its date, place, and categories."
What is cutting edge from young Chinese animators,"300 pm What s cutting edge from young Chinese animators is their use of traditional animation techniques to create modern, innovative, and stylish animations."
What is the Guest Country China at the 2017 Annecy Intl,"The Guest Country China at the 2017 Annecy Intl is Zombillenium, a horror themepark themed movie sold by UDI."
What is the special program at 830 pm,"The special program at 830 pm is the screening of Zombillenium, a horror themepark themed movie sold by UDI."
What is Arthur de Pins and Alexis Ducord's horror themepark themed Zombillenium,It is a movie that opens the 2017 Annecy Intl.
What is the plot of Zombillenium,Zombillenium is a horror themepark themed movie sold by UDI that opens the 2017 Annecy Intl.
What is Alexis Ducord,"Alexis Ducord is a French animator and director. He is best known for his work on the horror-themed animated film Zombillenium, which was sold to UDI by Arthur de Pins."
What is UDI,"UDI is a company that sells the horror themepark themed Zombillenium, which opens the 2017 Annecy Intl."
What is Annecy Intl,Annecy Intl is a special program that showcases the best shorts from schools. Arthur de Pins and Alexis Ducord's horror themepark themed Zombillenium is the opening film for the 2017 Annecy Intl.
What is Animation Festival,Animation Festival is a festival that celebrates the art of animation.
What is Nickelodeon,Nickelodeon is a cable channel that offers programs for children and teenagers.
What is the Teenage Mutant Ninja Turtles,"The Teenage Mutant Ninja Turtles are a team of four anthropomorphic turtles, who were trained by their rat sensei in the art of ninjutsu and named after four Renaissance artists. They dedicated their lives to fighting crime and protecting the innocent, especially from their arch-nemesis, the Shredder."
What is Strike,"Strike is a Teenage Mutant Ninja Turtles short that will air on Nickelodeon on Tuesday, June 13 at 9:00 am."
What is Stalwart,Stalwart is a production company founded by Ice Age director Carlos Saldanha.
What is Carlos Saldanha,"He is a Brazilian film director, producer, and animator."
What is Variety,"Variety is a media outlet that covers the film and entertainment industry. In this context, they are interviewing Carlos Saldanha, the director of the upcoming film Ferdinand."
What is Peter Debuge,"He is a film critic who interviewed Carlos Saldanha, the director of the upcoming film Ferdinand, at Annecy's MIFA Campus."
What is Annecy,Annecy is a French town located in the Haute-Savoie department in the Auvergne-Rh�ne-Alpes region. It is known for its picturesque scenery and is a popular tourist destination.
What is MIFA Campus,MIFA Campus is a facility at the Annecy International Animation Film Festival that offers a variety of events and interviews with filmmakers.
What is Progress,"Progress is a work in progress sneak peek of The Breadwinner, the first solo feature of Nora Twomey, The Secret of Kells, lead produced by Cartoon Saloon, exec produced by Angelina Jolie, distributed in the US by Gkids, and one of the most awaited of animation art films of 201718."
What is Breadwinner,"Breadwinner is the first solo feature of Nora Twomey, leadproduced by Cartoon Saloon, exec produced by Angelina Jolie, distributed in the US by Gkids, and one of the most awaited of animation art films of 201718."
What is Nora,"Nora is a lead producer at Cartoon Saloon, executive produced by Angelina Jolie, and distributed in the US by Gkids."
What is the Secret of Kells,"It is a 930 Work in Progress sneak peek of The Breadwinner, the first solo feature of Nora Twomey. The Secret of Kells is a lead produced by Cartoon Saloon, exec produced by Angelina Jolie, and distributed in the US by Gkids."
What is Kells,"Kells is a solo feature film by Nora Twomey that is set to be released in 2017 or 2018. The film is a follow up to The Secret of Kells, and is produced by Cartoon Saloon and executive produced by Angelina Jolie. The film will be distributed in the US by Gkids."
What is Cartoon Saloon,"Cartoon Saloon is an Irish animation studio founded in 1998 by Tomm Moore, Paul Young, and Nora Twomey. It is best known for its Academy Award-nominated films The Secret of Kells and Song of the Sea."
What is Angelina Jolie,"Angelina Jolie is an American actress, film producer, and humanitarian. She has received an Academy Award, two Screen Actors Guild Awards, and three Golden Globe Awards. Jolie has been cited as one of the most influential and powerful people in the entertainment industry."
What is the U.S.,The U.S. is a country located in North America. It is home to the world's largest economy and is a leading military and political power.
What is Gkids,"Gkids is a US-based distribution company that specializes in animated films. They are the US distributor for The Breadwinner, The Secret of Kells, and other highly anticipated animation art films of 2017 and 2018."
What is the Annecy Asia Festival,The Annecy Asia Festival is a festival that celebrates animation from Asia.
What is the 1100 Annecy Asia Festival,The 1100 Annecy Asia Festival is an annual event that celebrates the best in Asian animation.
What is Aladdin,Aladdin is a key USChna animation movie unveiled at a Work in Progress by director Chris Appelhans.
What is Chris Appelhans,Chris Appelhans is a director who unveiled the animation movie Wish Dragon at a Work in Progress.
What is the Official presentation of the exhibition An Animated Tour de France,The Official presentation of the exhibition An Animated Tour de France is at 1200 noon.
What is France,The official presentation of the exhibition An Animated Tour de France Spotlight on Sacrebleu Productions was held at 1200 noon in France.
What is Sacrebleu Productions,Sacrebleu Productions is a French production company that specializes in animated films.
What is the Paris animation studio,The Paris animation studio is a studio that has moved from Annecy to Man on the Chair to Cesarprized to Long Way North.
What is Annecy,"Annecy is a French animation studio that has won several awards for its films, including the Annecy Audience Award in 2015 for its film Long Way North."
What is Chair,"Chair is a Paris animation studio which has moved from Annecy to Cesarprized shorts to Long Way North, an Annecy Audience Award winner in 2015."
What is Lunch,"Lunch is a French animation studio that was founded in Annecy. The studio is known for its shorts Man on the Chair and Sunday Lunch, as well as its feature film Long Way North, which won the Annecy Audience Award in 2015."
What is R�mi Chay�,"R�mi Chay� is an animation studio in Paris which has won several awards for its shorts, including the Cesarprized Sunday Lunch and the Annecy Audience Award for Long Way North in 2015."
What is North,"North is an animation studio that was founded in Paris. The studio has produced several award-winning shorts, including ""Man on the Chair"" and ""Sunday Lunch."" In 2015, the studio won the Annecy Audience Award for its feature-length film ""Long Way North."""
What is the Annecy Audience Award,The Annecy Audience Award is an award given to the best animated film at the Annecy International Animation Film Festival.
What is Toro,Toro is a DreamWorks Animation television series about a group of trolls who hunt down and destroy evil monsters.
What is DreamWorks Animation,"DreamWorks Animation is an American animation studio that is a subsidiary of Universal Pictures, a division of Comcast."
What is Variety,Variety is a magazine that covers the entertainment industry.
What is Peter Debruge,"Peter Debruge is a journalist for Variety magazine. In this particular instance, he is interviewing Guillermo del Toro about DreamWorks Animation's Trollhunters."
What is Dorota Kobiela,"Dorota Kobiela is a Polish film director and animator. She is best known for her 2017 animated film Loving Vincent, which was the first fully painted animated film."
What is the film Postman,"Postman is a film about a Little Postman who delivers letters in a small town. The film is directed by Dorota Kobiela and Hugh Welchman, and world premieres at Annecy."
What is Hugh Welchman,Hugh Welchman is a British filmmaker and the producer of Peter and the Wolf and Loving Vincent.
"What is the name of the director of the movie ""Little Postman","""
Dorota Kobiela"
What is Annecy,"Annecy is a city in southeastern France, located at the northern end of Lake Annecy. It is known for its picturesque setting and for its annual animation film festival, which is the largest of its kind in the world."
What is TeamTo,TeamTo is a new and inspiring affirmative action animation school.
What is Tadeo Jones,Tadeo Jones is a Spanish animated film that is being distributed worldwide by Paramount. The film is a sequel to Tadeo Jones 1 and is being backed by Telecinco Cinema and Telefonica. It is one of Spain's biggest toon bows for 2017.
What is the secret of King Midas,
What is Paramount,"Paramount is a film studio and one of the major American film studios, known for producing blockbusters and hit films."
What is Telecinco Cinema,Telecinco Cinema is a Spanish film production company that is releasing the sequel to the 2017 film Tadeo Jones 2. The company is backed by Paramount and Telefonica.
What is Telefonica,Telefonica is a Spanish telecommunications company that is backing the production of the sequel to the 2017 animated film Tadeo Jones 2.
What is Spain,"Spain is a country located in southwestern Europe. It is the second largest country in Europe after Russia, and the fourth largest country in the European Union after Germany, France, and the United Kingdom."
What is Disney Television,"Disney Television is a television production company that is owned by the Walt Disney Company. It was founded in 1983 and is headquartered in Burbank, California. Disney Television produces television shows and movies for both the Disney Channel and ABC."
What is Annecy,Annecy is a French animation studio that is owned by Disney. It was founded in 1987 and is known for its highly acclaimed films and television shows.
What is Eric Coleman,Eric Coleman is the senior vice president of original programming for Disney Television Animation.
What is Helene Etzi,Helene Etzi is the Vice President of Disney Television Animation.
What is Orion Ross,He is the Vice President of Disney Television Animation. He was at the Annecy press conference talking about DTA's industry philosophy and upcoming slate.
What is DTA,DTA is the Disney Television Animation studio. It was founded in 1984 and is responsible for producing television animation for The Walt Disney Company.
What is Walt Disney Feature,"Walt Disney Feature is a veteran animation studio that has been responsible for some of the most iconic animated films of all time. In recent years, the studio has been embracing change and experimenting with new techniques and technologies to stay ahead of the curve."
What is Glen Keane,"Glen Keane is a Walt Disney Feature animation veteran who gave a keynote speech about how animation has evolved, entitled ""Thinking Like a Child: Embracing Change in an Ever-Evolving Art Form"". He also showcased ""Dear Basketball"", made with Kobe Bryant and John Williams."
What is Art Form,Art Form is a creative activity that expresses imaginative or technical skill.
What is Kobe Bryant,Kobe Bryant is a retired professional basketball player who played for the Los Angeles Lakers for his entire 20-year career. He is considered one of the greatest players in the history of the sport.
What is John Williams,John Williams is a composer who worked on the score for the film Dear Basketball.
What is France,"France is a country located in Western Europe. It is bordered by the English Channel to the north, the Atlantic Ocean to the west, and the Mediterranean Sea to the south."
What is Ankama,Ankama is a French video game developer and publisher best known for the MMORPG Wakfu.
What is Japan,Japan is a country in East Asia. It is an archipelago consisting of four large islands and many smaller ones.
What is Guillaume,Guillaume is a French comic book writer and artist.
What is Renard,Renard is a comic book by Guillaume Run.
What is Variety,Variety is a publication that covers the entertainment industry.
What is the Variety's Animation Personality of the Year Award,The Variety's Animation Personality of the Year Award is an award presented to Gkids Eric Beckman and Gebeka's Marc Bonny.
What is Gkids,Gkids is a French production and distribution company that specializes in animated films.
"What is the ""Animation Personality of the Year Award""","The ""Animation Personality of the Year Award"" is presented to Gkids Eric Beckman and Gebeka's Marc Bonny."
What is Gebeka,Gebeka is a French film distributor and production company specializing in animated films.
What is Marc Bonny,"Marc Bonny is the co-founder of Gebeka, a French animation studio. He was presented with the Variety s Animation Personality of the Year Award in 2015."
What is Clash,Clash is a Japanese megastudio's take on Godzilla.
What is Japanese,Japanese is a studio that creates films.
What is Toho,"Toho is a Japanese megastudio that is known for its take on Godzilla. This is the studio's first run at the beast, as revealed by first footage directed by Kobun Shizuno and Hiroyuki Seshita."
What is Kobun Shizuno,"Kobun Shizuno is a Japanese director known for his work on the ""Godzilla"" franchise."
What is Hiroyuki Seshita,He is a Japanese film director and animator.
What is VR,"Virtual reality is a computer-generated simulation of a three-dimensional image or environment that can be interacted with in a seemingly real or physical way by a person using special electronic equipment, such as a helmet with a screen inside or gloves fitted with sensors."
What is Jorge Gutierrez,"Jorge Gutierrez is an animator, director, and producer known for his work on the television show El Tigre: The Adventures of Manny Rivera and the film The Book of Life."
What is the Son of Jaguar,It is a virtual reality demo created by Jorge Gutierrez that is part of Google Stories.
What is Google Stories,Google Stories is a new project from Google that allows users to create and share virtual reality experiences.
